2	0	c20n12.farnam.hpc.yale.internal	2022-06-06 21:00:23	2022-06-07 01:29:09	16125.27	sh complete.sh GBM220418A /gpfs/ysm/project/fan/sb2723/07.DBiT_GBM
0	0	c15n11.farnam.hpc.yale.internal	2022-06-06 21:00:24	2022-06-07 03:46:51	24387.27	sh complete.sh GBM220413 /gpfs/ysm/project/fan/sb2723/07.DBiT_GBM
1	0	c20n07.farnam.hpc.yale.internal	2022-06-06 21:00:24	2022-06-07 04:09:04	25720.54	sh complete.sh GBM220415 /gpfs/ysm/project/fan/sb2723/07.DBiT_GBM
